ID,label,name,weight
波罗星,波罗星,波罗星,0.8638384213999998
游坦之,游坦之,阿紫,1.9091086321
玄寂,玄寂,王语嫣,0.8407808525
玄慈,玄慈,王语嫣,1.9575715853
玄难,玄难,王语嫣,1.981655455
王处一,王处一,黄蓉,1.1181203359399998
王道,王道,黄蓉,1.0647813442899998
穆念慈,穆念慈,黄蓉,0.75510817704
索额图,索额图,韦小宝,2.6855649316000005
胖头陀,胖头陀,韦小宝,1.7017940658
虚竹,虚竹,王语嫣,8.4456867292
达尔巴,达尔巴,杨过,0.9561779300500002
铁木真,铁木真,黄蓉,1.9932276099000006
阎基,阎基,胡斐,0.49021749080000004
阿紫,阿紫,阿紫,4.9741302898
韩小莹,韩小莹,黄蓉,1.4266216337599997
韩林儿,韩林儿,赵敏,0.4260936035
马钰,马钰,黄蓉,1.4513705965
鹿杖客,鹿杖客,赵敏,1.1388951474499995
无青子,无青子,胡斐,0.47278851870000005
书僮,书僮,陈家洛,0.5466484178399998
大智禅师,大智禅师,胡斐,0.3950991139
孙克通,孙克通,陈家洛,0.04685504049999999
安健刚,安健刚,陈家洛,0.8381060485000003
张安官,张安官,陈家洛,0.020434654400000002
无尘道人,无尘道人,陈家洛,0.3904128865000001
李可秀,李可秀,陈家洛,1.5999064800000005
杨成协,杨成协,陈家洛,1.0575519793
汪浩天,汪浩天,陈家洛,0.19917524923000005
马大挺,马大挺,陈家洛,0.29104356549999993
马敬侠,马敬侠,胡斐,0.17946909310000003
曾图南,曾图南,陈家洛,0.43787723520000005
云鹤,云鹤,张三丰,0.87206041313
殷无禄,殷无禄,殷无福,0.4431155701100001
殷无福,殷无福,殷无福,0.5892449071499998
祁天彪,祁天彪,张无忌,0.4067019922000001
莫声谷,莫声谷,赵敏,1.2101929763000003
宫九佳,宫九佳,张三丰,0.34110813330000006
胡德第,胡德第,韦小宝,0.02123324553
姚清泉,姚清泉,赵敏,0.21018333799999997
朱九真,朱九真,赵敏,1.0432299799199998
朱长龄,朱长龄,赵敏,0.8426160467300001
蒋涛,蒋涛,殷素素,0.4726881246
西华子,西华子,殷素素,1.1123164382000004
贺老三,贺老三,殷素素,0.0274793038
静玄师太,静玄师太,赵敏,0.32219650975
倪浩,倪浩,袁承志,0.8698109466
冯同知,冯同知,袁承志,0.36147536939999997
丁游,丁游,袁承志,0.12093649050000001
吴六奇,吴六奇,韦小宝,1.2794649243999998
吴立身,吴立身,韦小宝,0.9414660107999998
多尔衮,多尔衮,袁承志,0.7568868475799998
多隆,多隆,韦小宝,0.6797731532000001
孙仲寿,孙仲寿,袁承志,2.1309788863
孙思克,孙思克,韦小宝,0.4728834595
孟伯飞,孟伯飞,袁承志,1.0943764071000002
孟铮,孟铮,袁承志,0.5523155313000001
孟铸,孟铸,袁承志,0.3093836177
小桂子,小桂子,韦小宝,1.9796884596000004
崔秋山,崔秋山,袁承志,1.4495542501299998
应松,应松,袁承志,0.7287374206999999
张若谷,张若谷,归辛树,0.27034012189999995
木桑道长,木桑道长,袁承志,0.19397556961000004
朱安国,朱安国,袁承志,1.3555638259
李力世,李力世,韦小宝,1.2694763032
柳大洪,柳大洪,韦小宝,0.7459670018999999
沐剑声,沐剑声,韦小宝,0.6352558282999999
焦公礼,焦公礼,袁承志,1.2906970516000003
瘦头陀,瘦头陀,韦小宝,0.5807782784
皇太后,皇太后,韦小宝,1.21502502413
皇太极,皇太极,袁承志,1.6161887796299998
穆人清,穆人清,袁承志,1.1882767494000002
罗大千,罗大千,袁承志,0.5430318527999999
罗立如,罗立如,袁承志,0.6692552116000001
胡桂南,胡桂南,袁承志,1.34784333883
董开山,董开山,袁承志,0.5633139376
郑起云,郑起云,袁承志,0.8878266498
钱老本,钱老本,韦小宝,1.3158533503
闵子华,闵子华,袁承志,1.400907115
陶红英,陶红英,韦小宝,0.23101505849999998
风际中,风际中,韦小宝,1.0658250857
马超兴,马超兴,韦小宝,0.6807933825
李自成,李自成,韦小宝,2.2571494271
巴天石,巴天石,王语嫣,1.7906907989999998
慧观,慧观,慧观,0.4007639354000001
段正淳,段正淳,王语嫣,4.0269701753
秦红棉,秦红棉,王语嫣,0.8184068911999999
过彦之,过彦之,过彦之,0.593695879
崔百泉,崔百泉,过彦之,1.0136175056
慧真,慧真,慧观,0.4007008047
小玲,小玲,赵敏,0.19036526563
小翠,小翠,石破天,0.16207659463000001
小虹,小虹,赵敏,0.19036526563
徐达,徐达,赵敏,0.9199286667000002
陈友谅,陈友谅,赵敏,1.8581950256999997
全冠清,全冠清,阿朱,1.6263195756
奚长老,奚长老,阿朱,0.2688349101
季长老,季长老,赵敏,0.15798470165000003
徐长老,徐长老,阿朱,1.2854369925000002
成昆,成昆,赵敏,1.1809108853000003
王语嫣,王语嫣,王语嫣,4.8112027341
白世镜,白世镜,王语嫣,0.9096236600000001
赵钱孙,赵钱孙,赵钱孙,2.00526826215
郑长老,郑长老,赵敏,0.27179962755
阿朱,阿朱,阿朱,3.872174273199999
马夫人,马夫人,王语嫣,0.8434539711999999
刘敖,刘敖,赵敏,0.0260443302
吴长风,吴长风,阿朱,0.2453667763
张全祥,张全祥,阿朱,0.035934715
武烈,武烈,赵敏,0.4195140902000001
武青婴,武青婴,赵敏,0.66991868477
申志凡,申志凡,杨过,0.10291485322999996
矮老者,矮老者,赵敏,0.6021309068
华筝,华筝,黄蓉,1.00918629853
博尔忽,博尔忽,黄蓉,0.6096831095999999
博尔术,博尔术,黄蓉,0.74300293728
拖雷,拖雷,黄蓉,2.1082526966799997
木华黎,木华黎,黄蓉,0.6470758104
李志常,李志常,杨过,0.7361750253399998
桑昆,桑昆,黄蓉,0.96827136575
王罕,王罕,黄蓉,0.9618349879300001
窝阔台,窝阔台,黄蓉,1.18396384792
者勒米,者勒米,黄蓉,0.41738471534
蒙哥,蒙哥,黄蓉,0.15106688250000003
赤老温,赤老温,黄蓉,0.2919969371
都史,都史,黄蓉,0.4616610997500001
全金发,全金发,黄蓉,1.19684993153
察合台,察合台,术赤,0.73219832203
张三,张三,李四,1.7854095025500003
李四,李四,李四,1.21038480251
吕正平,吕正平,范一飞,0.7132534085
